,Chave do item,ID do item,Chave do projeto,Prioridade,Solicitante,Responsável,Campo personalizado (Enviado para N2),Criado,Atualizado,Campo personalizado (Ambiente),Campo personalizado (Categoria),Campo personalizado (Client ID)
819,PLAT-88678,88678,PLAT,High,Agent48,Analist29,17/06/24 4:05 PM,17/06/24 3:50 PM,18/06/24 9:14 AM,Product 4,Category3,197
820,PLAT-62359,62359,PLAT,Low,Agent40,Analist2,17/06/24 3:47 PM,17/06/24 3:47 PM,18/06/24 10:28 AM,Product 4,Category20,344
821,PLAT-77094,77094,PLAT,Low,Agent40,Analist6,17/06/24 3:38 PM,17/06/24 3:34 PM,18/06/24 12:49 PM,Product 4,Category7,2071
822,PLAT-13466,13466,PLAT,Low,Agent21,Analist7,17/06/24 3:34 PM,17/06/24 3:34 PM,17/06/24 4:28 PM,Product 4,Category82,1756
823,NET-92661,92661,NET,Medium,Agent27,Analist17,17/06/24 4:34 PM,17/06/24 3:26 PM,19/06/24 10:32 AM,Product 4,Category37,1480
824,PLAT-84368,84368,PLAT,Low,Agent40,Analist5,21/06/24 9:54 AM,17/06/24 3:13 PM,24/06/24 3:42 PM,Product 4,Category7,1563
825,CONN-0574,0574,CONN,Medium,Agent27,Analist58,17/06/24 3:05 PM,17/06/24 3:05 PM,19/06/24 11:30 AM,Product 4,Category37,279
826,SITE-48608,48608,SITE,Medium,Agent30,Analist10,17/06/24 3:20 PM,17/06/24 2:59 PM,18/06/24 11:07 AM,Product 4,Category6,1670
827,BASE-01350,01350,BASE,Medium,Agent43,Analist33,24/06/24 10:26 AM,17/06/24 2:50 PM,24/06/24 12:17 PM,Product 4,Category83,972
828,PLAT-01281,01281,PLAT,Low,Agent16,Analist3,17/06/24 2:47 PM,17/06/24 2:47 PM,17/06/24 3:39 PM,Product 4,Category5,578
829,PLAT-61149,61149,PLAT,Low,Agent6,Analist2,18/06/24 4:15 PM,17/06/24 2:43 PM,19/06/24 3:56 PM,Product 4,Category11,1845
830,PLAT-28443,28443,PLAT,Low,Agent29,Analist11,17/06/24 2:42 PM,17/06/24 2:42 PM,17/06/24 4:37 PM,Product 4,Category14,1046
831,SITE-12289,12289,SITE,Low,Agent16,Analist10,27/06/24 10:55 AM,17/06/24 2:32 PM,27/06/24 3:25 PM,Product 4,Category3,2208
832,PLAT-74270,74270,PLAT,Low,Agent24,Analist8,17/06/24 2:23 PM,17/06/24 2:23 PM,21/06/24 8:29 AM,Product 4,Category1,2080
833,ROUT-52702,52702,ROUT,Low,Agent29,Analist30,17/06/24 2:29 PM,17/06/24 2:19 PM,17/06/24 4:46 PM,Product 4,Category19,110
834,PLAT-84020,84020,PLAT,Low,Agent16,Analist12,17/06/24 2:19 PM,17/06/24 2:19 PM,17/06/24 4:56 PM,Product 4,Category0,955
835,CONN-7881,7881,CONN,Medium,Agent27,Analist15,17/06/24 2:12 PM,17/06/24 2:12 PM,26/06/24 9:10 AM,Product 4,Category10,1394
836,BASE-87836,87836,BASE,High,Agent27,Analist43,17/06/24 1:59 PM,17/06/24 1:59 PM,19/06/24 2:26 PM,Product 4,Category23,2306
837,CONN-2832,2832,CONN,Medium,Agent43,Analist22,17/06/24 1:02 PM,17/06/24 1:02 PM,20/06/24 9:41 AM,Product 4,Category51,1032
838,PLAT-46429,46429,PLAT,Low,Agent21,Analist7,17/06/24 1:01 PM,17/06/24 1:01 PM,17/06/24 2:21 PM,Product 4,Category39,1407
839,PLAT-61824,61824,PLAT,Low,Agent47,Analist14,20/06/24 4:43 PM,17/06/24 12:51 PM,21/06/24 5:25 PM,Product 4,Category45,923
840,PLAT-92210,92210,PLAT,Low,Agent13,Analist9,20/06/24 4:49 PM,17/06/24 12:48 PM,20/06/24 5:03 PM,Product 4,Category9,561
841,PLAT-60312,60312,PLAT,Low,Agent15,Analist27,17/06/24 12:37 PM,17/06/24 12:37 PM,19/06/24 12:12 PM,Product 4,Category43,884
842,BASE-72630,72630,BASE,Medium,Agent27,Analist28,17/06/24 12:25 PM,17/06/24 12:25 PM,17/06/24 5:44 PM,Product 4,Category23,43
843,PLAT-75679,75679,PLAT,Low,Agent5,Analist9,17/06/24 2:14 PM,17/06/24 12:20 PM,18/06/24 5:29 PM,Product 4,Category40,78
844,PLAT-88440,88440,PLAT,Low,Agent15,Analist9,17/06/24 12:04 PM,17/06/24 12:04 PM,17/06/24 3:58 PM,Product 4,Category36,1761
845,PLAT-70869,70869,PLAT,High,Agent29,Analist27,17/06/24 4:53 PM,17/06/24 12:03 PM,26/06/24 10:19 AM,Product 4,Category15,1788
846,ROUT-65155,65155,ROUT,Low,Agent13,Analist12,18/06/24 10:06 AM,17/06/24 12:02 PM,20/06/24 11:52 AM,Product 4,Category0,2017
847,BASE-39880,39880,BASE,Medium,Agent25,Analist19,17/06/24 11:51 AM,17/06/24 11:51 AM,18/06/24 2:08 PM,Product 4,Category28,304
848,PLAT-98696,98696,PLAT,Low,Agent48,Analist11,17/06/24 3:43 PM,17/06/24 11:49 AM,20/06/24 11:59 AM,Product 4,Category53,1488
849,ROUT-20780,20780,ROUT,Low,Agent29,Analist21,17/06/24 11:55 AM,17/06/24 11:49 AM,21/06/24 10:10 AM,Product 4,Category19,1858
850,PLAT-08618,08618,PLAT,Low,Agent31,Analist54,17/06/24 11:33 AM,17/06/24 11:22 AM,21/06/24 4:19 PM,Product 4,Category11,392
851,PLAT-12800,12800,PLAT,Medium,Agent2,Analist31,17/06/24 11:19 AM,17/06/24 11:19 AM,21/06/24 12:42 PM,Product 4,Category7,685
852,ROUT-25279,25279,ROUT,High,Agent25,Analist59,17/06/24 11:14 AM,17/06/24 11:14 AM,18/06/24 8:53 AM,Product 4,Category20,288
853,ROUT-02252,02252,ROUT,High,Agent22,Analist30,17/06/24 11:13 AM,17/06/24 11:13 AM,17/06/24 2:36 PM,Product 4,Category0,1015
854,BASE-02122,02122,BASE,Medium,Agent11,Analist3,17/06/24 11:10 AM,17/06/24 11:10 AM,17/06/24 6:01 PM,Product 4,Category10,2012
855,PLAT-75547,75547,PLAT,Low,Agent13,Analist3,17/06/24 1:42 PM,17/06/24 10:58 AM,18/06/24 2:56 PM,Product 4,Category28,1131
856,SITE-54091,54091,SITE,Low,Agent20,Analist10,17/06/24 10:56 AM,17/06/24 10:56 AM,17/06/24 12:56 PM,Product 4,Category2,1108
857,BASE-23565,23565,BASE,High,Agent64,Analist33,17/06/24 10:53 AM,17/06/24 10:53 AM,17/06/24 1:47 PM,Product 4,Category10,2027
858,PLAT-72929,72929,PLAT,Low,Agent13,Analist7,17/06/24 10:37 AM,17/06/24 10:37 AM,17/06/24 2:17 PM,Product 4,Category36,789
859,PLAT-96911,96911,PLAT,Low,Agent2,Analist26,17/06/24 10:31 AM,17/06/24 10:31 AM,26/06/24 10:50 AM,Product 4,Category34,498
860,NET-07165,07165,NET,High,Agent27,Analist17,17/06/24 10:12 AM,17/06/24 10:12 AM,24/06/24 2:22 PM,Product 4,Category23,282
861,NET-89397,89397,NET,Medium,Agent11,Analist17,20/06/24 9:37 AM,17/06/24 10:02 AM,24/06/24 3:00 PM,Product 4,Category23,1116
862,PLAT-61960,61960,PLAT,Low,Agent2,Analist34,17/06/24 9:59 AM,17/06/24 9:57 AM,20/06/24 4:48 PM,Product 4,Category3,588
863,PLAT-22636,22636,PLAT,Medium,Agent10,Analist8,17/06/24 9:39 AM,17/06/24 9:39 AM,18/06/24 9:21 AM,Product 4,Category5,207
864,SITE-61508,61508,SITE,Low,Agent55,Analist10,17/06/24 9:17 AM,17/06/24 9:16 AM,21/06/24 12:31 PM,Product 4,Category4,1212
865,BASE-35104,35104,BASE,High,Agent11,Analist33,17/06/24 9:11 AM,17/06/24 9:11 AM,18/06/24 11:05 AM,Product 4,Category10,1651
866,PLAT-79575,79575,PLAT,Low,Agent24,Analist5,17/06/24 8:27 AM,17/06/24 8:27 AM,21/06/24 12:34 PM,Product 4,Category21,1023
867,BASE-37339,37339,BASE,Medium,Agent43,Analist28,17/06/24 8:13 AM,17/06/24 8:13 AM,17/06/24 1:02 PM,Product 4,Category51,786
868,PLAT-17861,17861,PLAT,Low,Agent44,Analist9,27/06/24 10:39 AM,17/06/24 8:11 AM,27/06/24 3:21 PM,Product 4,Category40,1713
869,NET-50681,50681,NET,Low,Agent32,Analist17,17/06/24 8:11 AM,17/06/24 8:05 AM,19/06/24 3:55 PM,Product 4,Category21,1800
870,PLAT-19585,19585,PLAT,Low,Agent32,Analist8,17/06/24 11:19 AM,17/06/24 5:26 AM,19/06/24 12:09 PM,Product 4,Category5,840
871,PLAT-71075,71075,PLAT,Low,Agent32,Analist3,17/06/24 2:49 AM,17/06/24 2:49 AM,17/06/24 11:08 AM,Product 4,Category3,1106
872,PLAT-22350,22350,PLAT,Low,Agent32,Analist8,28/06/24 9:20 AM,17/06/24 2:31 AM,28/06/24 9:24 AM,Product 4,Category22,395
873,PLAT-62225,62225,PLAT,Low,Agent29,Analist8,17/06/24 10:19 AM,16/06/24 5:06 PM,17/06/24 10:43 AM,Product 4,Category61,528
874,PLAT-93439,93439,PLAT,Low,Agent14,Analist2,22/06/24 4:17 PM,16/06/24 4:54 PM,24/06/24 2:36 PM,Product 4,Category5,1536
875,PLAT-01092,01092,PLAT,Low,Agent14,Analist14,17/06/24 11:17 AM,16/06/24 4:42 PM,18/06/24 8:49 AM,Product 4,Category22,2128
876,PLAT-11226,11226,PLAT,Low,Agent10,Analist9,20/06/24 11:47 AM,16/06/24 4:39 PM,20/06/24 12:03 PM,Product 4,Category1,377
877,PLAT-67268,67268,PLAT,Low,Agent14,Analist7,16/06/24 4:12 PM,16/06/24 4:01 PM,17/06/24 4:53 PM,Product 4,Category2,1733
878,PLAT-03944,03944,PLAT,Low,Agent29,Analist14,24/06/24 9:35 AM,16/06/24 11:28 AM,24/06/24 9:51 AM,Product 4,Category22,523
879,PLAT-57147,57147,PLAT,Medium,Agent45,Analist7,16/06/24 12:29 AM,16/06/24 12:29 AM,18/06/24 5:07 PM,Product 4,Category27,235
880,PLAT-84438,84438,PLAT,Low,Agent53,Analist9,17/06/24 9:51 AM,16/06/24 12:21 AM,21/06/24 4:37 PM,Product 4,Category7,1908
881,SITE-44591,44591,SITE,Low,Agent53,Analist10,15/06/24 11:33 PM,15/06/24 11:33 PM,17/06/24 4:28 PM,Product 4,Category7,1545
882,ROUT-78662,78662,ROUT,Low,Agent34,Analist1,15/06/24 9:54 PM,15/06/24 9:54 PM,18/06/24 7:13 AM,Product 4,Category55,1012
883,SITE-94724,94724,SITE,Low,Agent1,Analist11,27/06/24 10:55 AM,15/06/24 6:02 PM,27/06/24 11:35 AM,Product 4,Category1,2289
884,PLAT-27293,27293,PLAT,Low,Agent20,Analist57,21/06/24 2:12 PM,15/06/24 5:25 PM,21/06/24 3:12 PM,Product 4,Category40,1616
885,PLAT-28254,28254,PLAT,Low,Agent1,Analist9,18/06/24 3:07 PM,15/06/24 5:13 PM,27/06/24 2:55 PM,Product 4,Category50,1669
886,SITE-58131,58131,SITE,Low,Agent20,Analist10,15/06/24 5:11 PM,15/06/24 5:11 PM,17/06/24 9:32 AM,Product 4,Category2,324
887,PLAT-63079,63079,PLAT,Low,Agent20,Analist7,15/06/24 4:56 PM,15/06/24 4:45 PM,17/06/24 8:39 AM,Product 4,Category8,2186
888,PLAT-76859,76859,PLAT,Low,Agent40,Analist2,18/06/24 10:38 AM,15/06/24 4:33 PM,20/06/24 11:40 AM,Product 4,Category5,1056
889,PLAT-36582,36582,PLAT,Low,Agent48,Analist9,20/06/24 11:15 AM,15/06/24 4:24 PM,20/06/24 3:11 PM,Product 4,Category0,1433
890,PLAT-11940,11940,PLAT,Low,Agent48,Analist9,15/06/24 3:51 PM,15/06/24 3:51 PM,18/06/24 10:24 AM,Product 4,Category65,1985
891,NET-08008,08008,NET,Low,Agent48,Analist17,20/06/24 3:40 PM,15/06/24 3:33 PM,20/06/24 5:22 PM,Product 4,Category23,1826
892,PLAT-38743,38743,PLAT,Low,Agent40,Analist5,15/06/24 2:44 PM,15/06/24 2:44 PM,18/06/24 8:15 AM,Product 4,Category31,681
893,BASE-25148,25148,BASE,Medium,Agent48,Analist19,15/06/24 12:29 PM,15/06/24 12:29 PM,19/06/24 5:19 AM,Product 4,Category8,1598
894,BASE-71452,71452,BASE,Low,Agent48,Analist7,15/06/24 12:27 PM,15/06/24 12:27 PM,16/06/24 3:02 PM,Product 4,Category8,2162
895,BASE-73030,73030,BASE,Low,Agent48,Analist7,15/06/24 12:26 PM,15/06/24 12:26 PM,16/06/24 3:02 PM,Product 4,Category8,2043
896,BASE-98616,98616,BASE,Low,Agent48,Analist7,15/06/24 12:24 PM,15/06/24 12:24 PM,16/06/24 3:02 PM,Product 4,Category8,799
897,NET-49919,49919,NET,High,Agent48,Analist17,15/06/24 10:52 AM,15/06/24 10:52 AM,20/06/24 11:30 AM,Product 4,Category23,478
898,SITE-09154,09154,SITE,Medium,Agent67,Analist10,,15/06/24 8:22 AM,17/06/24 3:01 PM,Product 4,Category20,1925
899,NET-82465,82465,NET,Highest,Agent68,Analist17,15/06/24 7:18 AM,15/06/24 7:18 AM,18/06/24 10:53 PM,Product 4,Category23,1756
900,PLAT-20913,20913,PLAT,Low,Agent68,Analist41,15/06/24 4:08 AM,15/06/24 4:08 AM,24/06/24 9:00 AM,Product 4,Category36,1770
901,PLAT-98368,98368,PLAT,Low,Agent45,Analist5,18/06/24 3:10 PM,15/06/24 3:01 AM,19/06/24 9:12 AM,Product 4,Category7,786
902,NET-94189,94189,NET,High,Agent45,Analist17,15/06/24 1:48 AM,15/06/24 1:48 AM,18/06/24 6:56 AM,Product 4,Category23,490
903,ROUT-39783,39783,ROUT,Low,Agent23,Analist21,14/06/24 10:15 PM,14/06/24 10:15 PM,17/06/24 10:54 AM,Product 4,Category9,235
904,PLAT-83522,83522,PLAT,Low,Agent35,Analist2,16/06/24 3:05 PM,14/06/24 9:35 PM,18/06/24 2:40 PM,Product 4,Category5,2100
905,NET-09485,09485,NET,Medium,Agent23,Analist17,,14/06/24 9:20 PM,28/06/24 9:11 AM,Product 4,Category23,461
906,SITE-82539,82539,SITE,Low,Agent34,Analist10,18/06/24 8:57 AM,14/06/24 9:11 PM,18/06/24 9:06 AM,Product 4,Category3,2263
907,PLAT-58213,58213,PLAT,Low,Agent3,Analist12,17/06/24 3:40 PM,14/06/24 9:11 PM,17/06/24 4:02 PM,Product 4,Category14,1828
908,DATA-98705,98705,DATA,Low,Agent34,Analist11,28/06/24 9:44 AM,14/06/24 8:09 PM,28/06/24 9:49 AM,Product 4,Category45,1464
909,PLAT-17884,17884,PLAT,Low,Agent69,Analist11,18/06/24 4:03 PM,14/06/24 7:03 PM,19/06/24 8:10 AM,Product 4,Category1,2211
910,CONN-5942,5942,CONN,High,Agent39,Analist60,14/06/24 6:29 PM,14/06/24 6:29 PM,17/06/24 8:17 AM,Product 4,Category55,1232
911,ROUT-58654,58654,ROUT,Low,Agent69,Analist12,17/06/24 3:27 PM,14/06/24 6:25 PM,17/06/24 4:19 PM,Product 4,Category0,1526
912,DATA-59272,59272,DATA,Low,Agent6,Analist14,19/06/24 4:57 PM,14/06/24 6:22 PM,20/06/24 8:12 AM,Product 4,Category19,831
913,ROUT-18361,18361,ROUT,Low,Agent5,Analist0,26/06/24 11:50 AM,14/06/24 6:19 PM,26/06/24 3:43 PM,Product 4,Category6,1710
914,PLAT-28195,28195,PLAT,Low,Agent23,Analist7,15/06/24 2:18 PM,14/06/24 6:11 PM,17/06/24 8:21 AM,Product 4,Category13,958
915,ROUT-80851,80851,ROUT,High,Agent27,Analist7,14/06/24 6:01 PM,14/06/24 6:01 PM,17/06/24 10:45 AM,Product 4,Category20,1891
916,ROUT-63147,63147,ROUT,Low,Agent37,Analist12,25/06/24 1:55 PM,14/06/24 5:50 PM,26/06/24 2:46 PM,Product 4,Category9,1370
917,PLAT-22291,22291,PLAT,Low,Agent36,Analist5,19/06/24 10:15 AM,14/06/24 5:50 PM,26/06/24 10:21 AM,Product 4,Category62,652
918,ROUT-06374,06374,ROUT,Low,Agent37,Analist21,24/06/24 3:01 PM,14/06/24 5:48 PM,24/06/24 4:20 PM,Product 4,Category9,598
919,SITE-40956,40956,SITE,Low,Agent48,Analist10,14/06/24 5:37 PM,14/06/24 5:37 PM,17/06/24 11:14 AM,Product 4,Category7,1244
920,SITE-13965,13965,SITE,Low,Agent48,Analist7,14/06/24 5:37 PM,14/06/24 5:37 PM,17/06/24 11:47 AM,Product 4,Category7,981
921,ROUT-44079,44079,ROUT,Low,Agent13,Analist57,17/06/24 5:37 PM,14/06/24 5:34 PM,18/06/24 8:40 AM,Product 4,Category13,1195
922,PLAT-61603,61603,PLAT,Low,Agent48,Analist3,14/06/24 5:32 PM,14/06/24 5:32 PM,27/06/24 4:09 PM,Product 4,Category26,1702
923,PLAT-52486,52486,PLAT,Low,Agent48,Analist14,17/06/24 11:28 AM,14/06/24 5:21 PM,17/06/24 4:42 PM,Product 4,Category7,1165
924,PLAT-84192,84192,PLAT,Low,Agent10,Analist14,14/06/24 5:20 PM,14/06/24 5:20 PM,17/06/24 3:15 PM,Product 4,Category22,403
925,PLAT-57421,57421,PLAT,Low,Agent29,Analist11,26/06/24 4:08 PM,14/06/24 5:19 PM,27/06/24 8:03 AM,Product 4,Category1,1442
926,PLAT-00719,00719,PLAT,Low,Agent29,Analist5,18/06/24 5:13 PM,14/06/24 5:10 PM,21/06/24 12:15 PM,Product 4,Category3,326
927,DATA-14860,14860,DATA,Lowest,Agent2,Analist14,14/06/24 5:09 PM,14/06/24 5:09 PM,17/06/24 11:09 AM,Product 4,Category12,640
928,SITE-94446,94446,SITE,Medium,Agent11,Analist10,14/06/24 4:56 PM,14/06/24 4:56 PM,18/06/24 8:46 AM,Product 4,Category7,2107
929,ROUT-18403,18403,ROUT,Low,Agent36,Analist1,14/06/24 4:54 PM,14/06/24 4:54 PM,18/06/24 11:08 AM,Product 4,Category19,1064
930,SITE-71167,71167,SITE,Low,Agent15,Analist10,19/06/24 9:59 AM,14/06/24 4:51 PM,26/06/24 10:24 AM,Product 4,Category3,960
931,PLAT-59001,59001,PLAT,Low,Agent29,Analist7,14/06/24 4:50 PM,14/06/24 4:47 PM,18/06/24 3:10 PM,Product 4,Category29,148
932,PLAT-81330,81330,PLAT,Low,Agent26,Analist11,25/06/24 10:17 AM,14/06/24 4:47 PM,25/06/24 4:06 PM,Product 4,Category7,2052
933,PLAT-24026,24026,PLAT,Low,Agent29,Analist2,14/06/24 4:22 PM,14/06/24 4:22 PM,18/06/24 5:04 PM,Product 4,Category5,1967
934,PLAT-17254,17254,PLAT,Low,Agent37,Analist7,14/06/24 4:21 PM,14/06/24 4:21 PM,17/06/24 11:45 AM,Product 4,Category20,648
935,PLAT-80892,80892,PLAT,Low,Agent36,Analist2,17/06/24 12:46 PM,14/06/24 4:21 PM,20/06/24 2:41 PM,Product 4,Category5,317
936,PLAT-91420,91420,PLAT,Low,Agent40,Analist8,26/06/24 8:15 AM,14/06/24 4:12 PM,26/06/24 9:09 AM,Product 4,Category2,1740
937,NET-10404,10404,NET,Medium,Agent27,Analist17,14/06/24 4:11 PM,14/06/24 4:11 PM,20/06/24 5:36 PM,Product 4,Category23,2059
938,PLAT-32289,32289,PLAT,Low,Agent48,Analist6,14/06/24 4:21 PM,14/06/24 4:09 PM,17/06/24 6:12 PM,Product 4,Category0,1408
939,ROUT-06593,06593,ROUT,Medium,Agent40,Analist0,17/06/24 11:31 AM,14/06/24 4:08 PM,17/06/24 5:30 PM,Product 4,Category13,601
940,SITE-08822,08822,SITE,Lowest,Agent37,Analist10,27/06/24 10:29 AM,14/06/24 4:07 PM,27/06/24 12:14 PM,Product 4,Category7,374
941,ROUT-75047,75047,ROUT,Low,Agent5,Analist0,17/06/24 11:33 AM,14/06/24 4:04 PM,18/06/24 4:48 PM,Product 4,Category13,1127
942,NET-04507,04507,NET,Medium,Agent27,Analist17,14/06/24 3:57 PM,14/06/24 3:57 PM,14/06/24 5:04 PM,Product 4,Category23,389
943,ROUT-66563,66563,ROUT,Medium,Agent2,Analist6,14/06/24 3:55 PM,14/06/24 3:46 PM,18/06/24 10:09 AM,Product 4,Category0,41
944,PLAT-88866,88866,PLAT,Low,Agent29,Analist30,14/06/24 3:46 PM,14/06/24 3:46 PM,17/06/24 12:07 PM,Product 4,Category6,1935
945,PLAT-96257,96257,PLAT,Low,Agent19,Analist6,16/06/24 11:35 AM,14/06/24 3:45 PM,17/06/24 10:08 AM,Product 4,Category0,951
946,NET-31720,31720,NET,Low,Agent27,Analist61,14/06/24 3:43 PM,14/06/24 3:43 PM,19/06/24 5:55 PM,Product 4,Category10,1216
947,ROUT-73657,73657,ROUT,Medium,Agent26,Analist62,14/06/24 3:39 PM,14/06/24 3:39 PM,18/06/24 1:22 PM,Product 4,Category29,1480
948,PLAT-78419,78419,PLAT,Low,Agent69,Analist14,16/06/24 5:28 PM,14/06/24 3:23 PM,17/06/24 8:38 AM,Product 4,Category7,2037
949,ROUT-41817,41817,ROUT,Low,Agent2,Analist1,17/06/24 11:36 AM,14/06/24 3:16 PM,18/06/24 2:49 PM,Product 4,Category35,1474
950,SITE-81828,81828,SITE,Medium,Agent30,Analist2,14/06/24 3:15 PM,14/06/24 3:15 PM,17/06/24 2:56 PM,Product 4,Category6,550
951,ROUT-90931,90931,ROUT,Medium,Agent40,Analist3,14/06/24 3:10 PM,14/06/24 3:10 PM,24/06/24 10:26 AM,Product 4,Category0,149
952,PLAT-74279,74279,PLAT,Low,Agent16,Analist14,24/06/24 9:32 AM,14/06/24 3:01 PM,24/06/24 9:48 AM,Product 4,Category44,1834
953,PLAT-23254,23254,PLAT,Medium,Agent40,Analist7,14/06/24 3:20 PM,14/06/24 2:55 PM,14/06/24 4:54 PM,Product 4,Category20,1063
954,NET-37381,37381,NET,Low,Agent27,Analist16,14/06/24 2:52 PM,14/06/24 2:51 PM,18/06/24 5:13 PM,Product 4,Category10,608
955,ROUT-99003,99003,ROUT,Low,Agent55,Analist5,14/06/24 2:46 PM,14/06/24 2:46 PM,17/06/24 3:13 PM,Product 4,Category39,320
956,PLAT-13856,13856,PLAT,Low,Agent21,Analist2,21/06/24 9:58 AM,14/06/24 2:44 PM,24/06/24 10:05 AM,Product 4,Category3,1278
957,PLAT-38031,38031,PLAT,Low,Agent48,Analist9,20/06/24 10:53 AM,14/06/24 2:43 PM,20/06/24 1:22 PM,Product 4,Category28,344
958,ROUT-77523,77523,ROUT,Medium,Agent26,Analist30,14/06/24 2:41 PM,14/06/24 2:41 PM,18/06/24 4:31 AM,Product 4,Category19,477
959,SITE-88755,88755,SITE,Low,Agent16,Analist10,14/06/24 2:30 PM,14/06/24 2:30 PM,17/06/24 10:21 AM,Product 4,Category36,1789
960,NET-41348,41348,NET,Medium,Agent27,Analist17,14/06/24 2:25 PM,14/06/24 2:25 PM,14/06/24 4:17 PM,Product 4,Category23,988
961,ROUT-39281,39281,ROUT,Not Informed,Agent10,Analist0,14/06/24 2:27 PM,14/06/24 2:25 PM,17/06/24 3:54 PM,Product 4,Category16,1270
962,SITE-15945,15945,SITE,Low,Agent24,Analist10,14/06/24 2:21 PM,14/06/24 2:21 PM,18/06/24 4:39 PM,Product 4,Category33,1030
963,ROUT-62437,62437,ROUT,Highest,Agent22,Analist18,14/06/24 2:28 PM,14/06/24 2:20 PM,21/06/24 5:31 PM,Product 4,Category0,1502
964,NET-46814,46814,NET,Low,Agent27,Analist17,14/06/24 2:10 PM,14/06/24 2:09 PM,21/06/24 7:36 AM,Product 4,Category23,274
965,PLAT-20617,20617,PLAT,Low,Agent4,Analist9,14/06/24 2:02 PM,14/06/24 2:02 PM,14/06/24 3:28 PM,Product 4,Category7,1854
966,ROUT-49548,49548,ROUT,High,Agent70,Analist48,14/06/24 1:54 PM,14/06/24 1:54 PM,19/06/24 9:38 AM,Product 4,Category4,326
967,CONN-8974,8974,CONN,Medium,Agent64,Analist22,14/06/24 1:41 PM,14/06/24 1:41 PM,17/06/24 10:20 AM,Product 4,Category51,1581
968,SITE-79123,79123,SITE,Medium,Agent11,Analist10,14/06/24 2:39 PM,14/06/24 1:34 PM,17/06/24 9:55 AM,Product 4,Category7,1965
969,PLAT-92735,92735,PLAT,Low,Agent5,Analist2,26/06/24 8:59 AM,14/06/24 1:34 PM,26/06/24 9:41 AM,Product 4,Category79,2227
970,PLAT-39990,39990,PLAT,Low,Agent29,Analist3,14/06/24 1:28 PM,14/06/24 1:28 PM,24/06/24 3:23 PM,Product 4,Category7,115
971,ROUT-33081,33081,ROUT,Low,Agent21,Analist1,14/06/24 1:08 PM,14/06/24 1:08 PM,17/06/24 4:34 PM,Product 4,Category19,1302
972,ROUT-73156,73156,ROUT,Low,Agent2,Analist12,14/06/24 2:20 PM,14/06/24 1:08 PM,17/06/24 9:06 AM,Product 4,Category0,154
973,SITE-74530,74530,SITE,Low,Agent36,Analist10,24/06/24 9:17 AM,14/06/24 12:46 PM,24/06/24 9:45 AM,Product 4,Category19,1305
974,SITE-30593,30593,SITE,Medium,Agent28,Analist11,14/06/24 12:46 PM,14/06/24 12:46 PM,14/06/24 2:16 PM,Product 4,Category3,71
975,ROUT-39648,39648,ROUT,Medium,Agent26,Analist0,24/06/24 3:25 PM,14/06/24 12:28 PM,24/06/24 3:47 PM,Product 4,Category19,1243
976,BASE-46968,46968,BASE,Medium,Agent11,Analist28,14/06/24 12:16 PM,14/06/24 12:16 PM,20/06/24 10:46 AM,Product 4,Category10,668
977,ROUT-76091,76091,ROUT,Medium,Agent38,Analist4,26/06/24 3:10 PM,14/06/24 12:12 PM,26/06/24 6:00 PM,Product 4,Category36,1629
978,SITE-22369,22369,SITE,Low,Agent10,Analist5,14/06/24 12:07 PM,14/06/24 12:07 PM,19/06/24 11:01 AM,Product 4,Category23,2146
979,SITE-46925,46925,SITE,Low,Agent13,Analist10,27/06/24 11:00 AM,14/06/24 12:06 PM,27/06/24 12:43 PM,Product 4,Category7,379
980,PLAT-73006,73006,PLAT,Low,Agent36,Analist3,14/06/24 11:55 AM,14/06/24 11:55 AM,14/06/24 11:57 AM,Product 4,Category19,1451
981,ROUT-12238,12238,ROUT,High,Agent27,Analist12,14/06/24 11:33 AM,14/06/24 11:33 AM,17/06/24 8:34 AM,Product 4,Category4,1375
982,PLAT-75575,75575,PLAT,Low,Agent6,Analist6,24/06/24 9:40 AM,14/06/24 11:31 AM,24/06/24 2:54 PM,Product 4,Category5,423
983,PLAT-92245,92245,PLAT,Low,Agent30,Analist2,19/06/24 2:26 PM,14/06/24 11:21 AM,19/06/24 2:53 PM,Product 4,Category28,1837
984,SITE-93063,93063,SITE,Medium,Agent8,Analist10,14/06/24 11:18 AM,14/06/24 11:13 AM,17/06/24 6:09 PM,Product 4,Category7,2306
985,PLAT-95235,95235,PLAT,Low,Agent48,Analist7,14/06/24 12:53 PM,14/06/24 11:12 AM,18/06/24 7:13 PM,Product 4,Category0,274
986,BASE-23879,23879,BASE,Medium,Agent19,Analist32,14/06/24 3:06 PM,14/06/24 11:08 AM,21/06/24 1:28 PM,Product 4,Category8,410
987,CONN-5498,5498,CONN,Low,Agent27,Analist15,14/06/24 11:06 AM,14/06/24 11:06 AM,21/06/24 3:36 PM,Product 4,Category10,400
988,PLAT-84871,84871,PLAT,Low,Agent9,Analist11,20/06/24 4:56 PM,14/06/24 10:56 AM,21/06/24 7:35 AM,Product 4,Category34,936
989,PLAT-51495,51495,PLAT,Low,Agent13,Analist2,27/06/24 9:43 AM,14/06/24 10:53 AM,27/06/24 3:45 PM,Product 4,Category5,569
990,ROUT-60597,60597,ROUT,Low,Agent21,Analist63,14/06/24 10:46 AM,14/06/24 10:46 AM,21/06/24 12:50 PM,Product 4,Category29,1774
